Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,22:25:06.011,Long Strafe Bot,ADSable Hitscan Cone,2.279000s,1264,538,0.425633,503.000000,1150.000000,0.437391,0,133
2,22:25:09.429,Long Strafe Bot,ADSable Hitscan Cone,3.160000s,1748,500,0.286041,500.000000,1590.000000,0.314465,0,133
3,22:25:12.290,Long Strafe Bot,ADSable Hitscan Cone,2.600000s,1440,562,0.390278,520.000000,1310.000000,0.396947,0,133
4,22:25:14.431,Long Strafe Bot,ADSable Hitscan Cone,1.882000s,1044,526,0.503831,488.000000,950.000000,0.513684,0,133
5,22:25:16.191,Long Strafe Bot,ADSable Hitscan Cone,1.500000s,835,555,0.664671,508.000000,760.000000,0.668421,0,133
6,22:25:18.410,Long Strafe Bot,ADSable Hitscan Cone,1.959000s,1088,550,0.505515,506.000000,990.000000,0.511111,0,133
7,22:25:21.131,Long Strafe Bot,ADSable Hitscan Cone,2.461000s,1363,546,0.400587,505.000000,1240.000000,0.407258,0,133
8,22:25:23.351,Long Strafe Bot,ADSable Hitscan Cone,1.962000s,1088,531,0.488051,504.000000,990.000000,0.509091,0,133
9,22:25:25.752,Long Strafe Bot,ADSable Hitscan Cone,2.141000s,1187,550,0.463353,505.000000,1080.000000,0.467593,0,133
10,22:25:28.730,Long Strafe Bot,ADSable Hitscan Cone,2.721000s,1506,552,0.366534,541.000000,1370.000000,0.394891,0,133
11,22:25:31.430,Long Strafe Bot,ADSable Hitscan Cone,2.439000s,1352,465,0.343935,465.000000,1230.000000,0.378049,0,133
12,22:25:34.730,Long Strafe Bot,ADSable Hitscan Cone,3.040000s,1682,519,0.308561,507.000000,1530.000000,0.331373,0,133
13,22:25:37.470,Long Strafe Bot,ADSable Hitscan Cone,2.479000s,1374,514,0.374090,503.000000,1250.000000,0.402400,0,133
14,22:25:39.429,Long Strafe Bot,ADSable Hitscan Cone,1.700000s,945,508,0.537566,504.000000,860.000000,0.586047,0,133
15,22:25:41.950,Long Strafe Bot,ADSable Hitscan Cone,2.260000s,1253,552,0.440543,505.000000,1140.000000,0.442982,0,133
16,22:25:44.079,Long Strafe Bot,ADSable Hitscan Cone,1.901000s,1055,556,0.527014,508.000000,960.000000,0.529167,0,115
17,22:25:46.209,Long Strafe Bot,ADSable Hitscan Cone,1.880000s,1040,509,0.489423,509.000000,946.000000,0.538055,0,133
18,22:25:48.991,Long Strafe Bot,ADSable Hitscan Cone,2.520000s,1396,530,0.379656,501.000000,1270.000000,0.394488,0,133
19,22:25:51.510,Long Strafe Bot,ADSable Hitscan Cone,2.259000s,1253,534,0.426177,508.000000,1140.000000,0.445614,0,133
20,22:25:54.250,Long Strafe Bot,ADSable Hitscan Cone,2.480000s,1374,500,0.363901,500.000000,1250.000000,0.400000,0,133
21,22:25:56.330,Long Strafe Bot,ADSable Hitscan Cone,1.820000s,1011,546,0.540059,502.000000,920.000000,0.545652,0,133
22,22:25:58.451,Long Strafe Bot,ADSable Hitscan Cone,1.861000s,1033,553,0.535334,501.000000,940.000000,0.532979,0,133
23,22:26:00.891,Long Strafe Bot,ADSable Hitscan Cone,2.181000s,1209,543,0.449132,500.000000,1100.000000,0.454545,0,133
24,22:26:03.192,Long Strafe Bot,ADSable Hitscan Cone,2.041000s,1132,534,0.471731,508.000000,1030.000000,0.493204,0,133
25,22:26:05.570,Long Strafe Bot,ADSable Hitscan Cone,2.120000s,1176,505,0.429422,505.000000,1070.000000,0.471963,0,133
26,22:26:09.611,Long Strafe Bot,ADSable Hitscan Cone,3.782000s,2089,509,0.243657,509.000000,1900.000000,0.267895,0,133
27,22:26:11.431,Long Strafe Bot,ADSable Hitscan Cone,1.560000s,868,542,0.624424,506.000000,790.000000,0.640506,0,133
28,22:26:13.871,Long Strafe Bot,ADSable Hitscan Cone,2.179000s,1209,542,0.448304,505.000000,1100.000000,0.459091,0,133
29,22:26:17.331,Long Strafe Bot,ADSable Hitscan Cone,3.201000s,1770,552,0.311864,506.000000,1610.000000,0.314286,0,133
30,22:26:20.011,Long Strafe Bot,ADSable Hitscan Cone,2.420000s,1341,514,0.383296,504.000000,1220.000000,0.413115,0,133
31,22:26:22.290,Long Strafe Bot,ADSable Hitscan Cone,2.020000s,1121,522,0.465656,505.000000,1020.000000,0.495098,0,133
32,22:26:24.232,Long Strafe Bot,ADSable Hitscan Cone,1.681000s,934,546,0.584582,500.000000,850.000000,0.588235,0,133
33,22:26:26.839,Long Strafe Bot,ADSable Hitscan Cone,2.380000s,1319,533,0.404094,508.000000,1200.000000,0.423333,0,111
34,22:26:28.950,Long Strafe Bot,ADSable Hitscan Cone,1.860000s,1033,547,0.529526,502.000000,940.000000,0.534043,0,133
35,22:26:30.910,Long Strafe Bot,ADSable Hitscan Cone,1.700000s,945,552,0.584127,508.000000,860.000000,0.590698,0,133
36,22:26:32.800,Long Strafe Bot,ADSable Hitscan Cone,1.740000s,967,527,0.544984,505.000000,880.000000,0.573864,0,67

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
ADSable Hitscan Cone,44565,19184,18183.0,40546.0,

Kills:,36
Deaths:,0
Fight Time:,80.168999
Time Remaining:,0.0
Avg TTK:,2.49954
Damage Done:,18183.0
Total Overshots:,4682
Damage Taken:,0.0
Hit Count:,19184
Miss Count:,25381
Midairs:,327
Midaired:,0
Directs:,1001
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,8154.231934
Scenario:,Ascended Tracking v3
Hash:,46026d159b844451a38af3608d7c9e8a
Game Version:,3.9.1.2026-05-06-17-06-54-4967be094932
Challenge Start:,22:25:03.022
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.22773
Horiz Sens:,0.22786
Vert Sens:,0.22786
DPI:,1600
FOV:,103.0
FOVScale:,Overwatch
Hide Gun:,false
Crosshair:,rxSmallCross.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,524.296448
Resolution Scale:,100.0
