Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
1,10:17:43.072,Long Strafe Bot,ADSable Hitscan Cone,3.598000s,1000,767,0.767000,704.000000,910.000000,0.773626,0,133
2,10:17:46.875,Long Strafe Bot,ADSable Hitscan Cone,3.279000s,912,761,0.834430,702.000000,830.000000,0.845783,0,133
3,10:17:52.032,Long Strafe Bot,ADSable Hitscan Cone,4.638000s,1286,725,0.563764,706.000000,1170.000000,0.603419,0,133
4,10:17:56.293,Long Strafe Bot,ADSable Hitscan Cone,3.800000s,1055,772,0.731754,708.000000,960.000000,0.737500,0,111
5,10:17:59.373,Long Strafe Bot,ADSable Hitscan Cone,2.878000s,802,762,0.950125,706.000000,730.000000,0.967123,0,45
6,10:18:06.892,Long Strafe Bot,ADSable Hitscan Cone,7.240000s,2001,1501,0.750125,1392.000000,1820.000000,0.764835,0,69
7,10:18:07.392,Long Strafe Bot,ADSable Hitscan Cone,0.043000s,19,13,0.684211,13.000000,18.000000,0.722222,0,122
8,10:19:05.830,Long Strafe Bot,ADSable Hitscan Cone,57.876003s,1440,980,0.680556,899.000000,1310.000000,0.686260,0,133
9,10:19:08.868,Long Strafe Bot,ADSable Hitscan Cone,2.518000s,703,558,0.793741,505.000000,640.000000,0.789062,0,133
10,10:19:13.326,Long Strafe Bot,ADSable Hitscan Cone,4.043000s,1121,810,0.722569,749.000000,1020.000000,0.734314,0,100
11,10:19:16.949,Long Strafe Bot,ADSable Hitscan Cone,3.123000s,868,712,0.820276,655.000000,790.000000,0.829114,0,133
12,10:19:21.128,Long Strafe Bot,ADSable Hitscan Cone,3.800000s,1055,758,0.718483,703.000000,960.000000,0.732292,0,89
13,10:19:24.446,Long Strafe Bot,ADSable Hitscan Cone,3.118000s,868,753,0.867512,703.000000,790.000000,0.889873,0,49
14,10:19:29.007,Long Strafe Bot,ADSable Hitscan Cone,4.121000s,1139,1009,0.885865,940.000000,1036.000000,0.907336,0,111
15,10:19:30.972,Long Strafe Bot,ADSable Hitscan Cone,1.919000s,538,514,0.955390,469.000000,490.000000,0.957143,0,12

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
ADSable Hitscan Cone,14807,11395,10554.0,13474.0,

Kills:,15
Deaths:,0
Fight Time:,105.994003
Time Remaining:,0.0
Avg TTK:,4.000874
Damage Done:,10554.0
Total Overshots:,1506
Damage Taken:,0.0
Hit Count:,11395
Miss Count:,3412
Midairs:,263
Midaired:,0
Directs:,841
Directed:,0
Reloads:,0
Distance Traveled:,15051.646484
MBS Points:,0.0
Score:,8266.803711
Scenario:,4BK - Learn How To React (Accuracy Edit)
Hash:,5ce0a914f7e4d95e97f2dd17175cce9c
Game Version:,3.9.1.2026-05-06-17-06-54-4967be094932
Challenge Start:,10:15:06.947
Pause Count:,2
Pause Duration:,204
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,Valorant
Sens Increment:,0.199886
Horiz Sens:,0.2
Vert Sens:,0.2
DPI:,1600
FOV:,103.0
FOVScale:,Overwatch
Hide Gun:,false
Crosshair:,rxSmallCross.png
Crosshair Scale:,1.0
Crosshair Color:,000000FF
Resolution:,1920x1080
Avg FPS:,391.914398
Resolution Scale:,100.0
